partition,source_record_id,component_id,source_count,candidate_count,source_total_minor,candidate_total_minor,allocated_total_minor,remaining_minor,currency,cardinality,allocation_valid,duplicate_detected,conservation_valid,control_status
DEV,INVOICE-INV-8206F5C3,INVOICE-INV-8206F5C3,0,1,0,8585478,8585478,8585478,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-373BB021,INVOICE-INV-373BB021,0,1,0,7496201,7496201,7496201,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-CFA66E48,INVOICE-INV-CFA66E48,0,1,0,4847017,4847017,4847017,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-DD2C251D,INVOICE-INV-DD2C251D,0,1,0,16136557,16136557,16136557,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-F65AAFA9,INVOICE-INV-F65AAFA9,0,1,0,8364545,8364545,8364545,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-9AF77F26,INVOICE-INV-B7CD40BF,0,1,0,1309057,1309057,1309057,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-36851394,INVOICE-INV-C2D2A4F1,0,1,0,3666800,3666800,3666800,INR,0B:0G:1I,False,False,False,PASS
DEV,INVOICE-INV-C42C253B,INVOICE-INV-C42C253B,0,1,0,19078484,19078484,19078484,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-44DDFFB8,INVOICE-INV-E0D9C7EE,0,1,0,18761601,18761601,18761601,INR,0B:0G:1I,False,False,False,PASS
DEV,GATEWAY-GWY-8DE6BCF3,INVOICE-INV-0C24A674,0,1,0,14069102,14069102,14069102,INR,0B:0G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-D6C2374C,BANK-BNK-D6C2374C+GATEWAY-GWY-9E9C4971+INVOICE-INV-44D1C779,2,1,19250110,9893566,9893566,9356544,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-B0E75EFD,BANK-BNK-B0E75EFD+GATEWAY-GWY-A2017A94,2,0,32009420,0,0,32009420,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-7096CAB2,BANK-BNK-078DF28F+GATEWAY-GWY-7096CAB2,2,0,18564956,0,0,18564956,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-2D4FF9FE,BANK-BNK-C0ACF328+GATEWAY-GWY-248194D2+INVOICE-INV-2D4FF9FE,2,1,21811310,11209891,11209891,10601419,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-0166632C,BANK-BNK-204C7A0B+GATEWAY-GWY-0166632C,2,0,11281144,0,0,11281144,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-81CC61D3,BANK-BNK-C9FEC85E+GATEWAY-GWY-064AEA26+INVOICE-INV-81CC61D3,2,1,28694814,14747658,14747658,13947156,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-6CE1D926,BANK-BNK-B2C2174C+GATEWAY-GWY-5B1D3077+INVOICE-INV-6CE1D926,2,1,1474072,757597,757597,716475,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-81925DF2,BANK-BNK-79BBA9A4+GATEWAY-GWY-81925DF2+INVOICE-INV-19FE00C5,2,1,9115060,4684671,4684671,4430389,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-89E53B37,BANK-BNK-89E53B37+GATEWAY-GWY-19E99324+INVOICE-INV-4BAF86E9,2,1,25554418,13133656,13133656,12420762,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-24F54D48,BANK-BNK-24F54D48+GATEWAY-GWY-A6B9EEEC+INVOICE-INV-72AFC776,2,1,22870052,11754031,11754031,11116021,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-9AA5DB54,BANK-BNK-E3C13058+GATEWAY-GWY-9AA5DB54,2,0,32715316,0,0,32715316,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-BCF61EE1,BANK-BNK-5ECACC81+GATEWAY-GWY-D9CABFD6+INVOICE-INV-BCF61EE1,2,1,35092376,18035677,18035677,17056699,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-43DA6B57,BANK-BNK-B4A15A96+GATEWAY-GWY-43DA6B57+INVOICE-INV-65CD0ADD,2,1,446574,229516,229516,217058,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-AFCE513B,BANK-BNK-0199A702+GATEWAY-GWY-AFCE513B+INVOICE-INV-D4643D00,2,1,8900000,4574142,4574142,4325858,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-1CE904FA,BANK-BNK-471AA7A9+GATEWAY-GWY-1CE904FA+INVOICE-INV-C79AC879,2,1,35225004,18103840,18103840,17121164,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-E6CA6773,BANK-BNK-AD369E94+GATEWAY-GWY-E6CA6773,2,0,28401880,0,0,28401880,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-EF72D78E,BANK-BNK-EF72D78E+GATEWAY-GWY-87C937EB+INVOICE-INV-3FB70972,2,1,32529030,16718249,16718249,15810781,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-9CA3A03A,BANK-BNK-6B7448EA+GATEWAY-GWY-9CA3A03A+INVOICE-INV-AD4629A3,2,1,10803484,5552435,5552435,5251049,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-91517507,BANK-BNK-91517507+GATEWAY-GWY-99641B92+INVOICE-INV-995F5D64,2,1,24931568,12813544,12813544,12118024,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-62586917,BANK-BNK-5D14D1F6+GATEWAY-GWY-62586917,2,0,20044558,0,0,20044558,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-484BCE59,BANK-BNK-484BCE59+GATEWAY-GWY-66017FBC+INVOICE-INV-7D97188B,2,1,10216084,5250541,5250541,4965543,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-818E197D,BANK-BNK-818E197D+GATEWAY-GWY-C40D8960+INVOICE-INV-0A8318E9,2,1,9125988,4690289,4690289,4435699,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-2DF9807E,BANK-BNK-7B4C4043+GATEWAY-GWY-28C066B5+INVOICE-INV-2DF9807E,2,1,17302684,8892690,8892690,8409994,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-17364CA5,BANK-BNK-17364CA5+GATEWAY-GWY-B411E482+INVOICE-INV-3B2CDC91,2,1,15867262,8154957,8154957,7712305,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-313065D6,BANK-BNK-9D9584A4+GATEWAY-GWY-313065D6+INVOICE-INV-C0BC4D11,2,1,37973566,19516460,19516460,18457106,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-52652C7A,BANK-BNK-52652C7A+GATEWAY-GWY-03A18F40+INVOICE-INV-F726141E,2,1,2364542,1215253,1215253,1149289,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-C0E935FF,BANK-BNK-C0E935FF+GATEWAY-GWY-C2C50753,2,0,11105030,0,0,11105030,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-DC1D7A7B,BANK-BNK-DC1D7A7B+GATEWAY-GWY-360AB4EE+INVOICE-INV-50F55889,2,1,3490798,1794091,1794091,1696707,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-41551B71,BANK-BNK-DE698011+GATEWAY-GWY-41551B71+INVOICE-INV-9E1F5C64,2,1,14671374,7540332,7540332,7131042,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-01AF76B2,BANK-BNK-01AF76B2+GATEWAY-GWY-2B564A8F,2,0,10244996,0,0,10244996,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-D59A5885,BANK-BNK-ACD21A71+GATEWAY-GWY-D59A5885,2,0,1430640,0,0,1430640,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-34C8C82E,BANK-BNK-C461E420+GATEWAY-GWY-34C8C82E+INVOICE-INV-333BB986,2,1,38828788,19956000,19956000,18872788,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-1D2D913A,BANK-BNK-3CA91153+GATEWAY-GWY-1D2D913A+INVOICE-INV-94A388F0,2,1,26158228,13443984,13443984,12714244,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-786BEF65,BANK-BNK-E4C7525A+GATEWAY-GWY-786BEF65+INVOICE-INV-E109AC50,2,1,24853606,12773475,12773475,12080131,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-DE7D356C,BANK-BNK-A97D0BFE+GATEWAY-GWY-DE7D356C,2,0,29547492,0,0,29547492,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-93C37E9A,BANK-BNK-785393DA+GATEWAY-GWY-373087B8+INVOICE-INV-93C37E9A,2,1,7198848,3699837,3699837,3499011,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-EF2A5269,BANK-BNK-EF2A5269+GATEWAY-GWY-EA60E990+INVOICE-INV-C6F4B7C6,2,1,3120486,1603770,1603770,1516716,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-DCFB7288,BANK-BNK-DCFB7288+GATEWAY-GWY-C8CCBC8A,2,0,6752780,0,0,6752780,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-F39EB6A1,BANK-BNK-787BB3C1+GATEWAY-GWY-D1FB54D1+INVOICE-INV-F39EB6A1,2,1,5214992,2680237,2680237,2534755,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-29CE43A2,BANK-BNK-CA2BF656+GATEWAY-GWY-29CE43A2+INVOICE-INV-B28A2DC4,2,1,38198670,19632151,19632151,18566519,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-DEA34B86,BANK-BNK-0CAA24FC+GATEWAY-GWY-911207E0+INVOICE-INV-DEA34B86,2,1,9453018,4858365,4858365,4594653,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-DD3746BF,BANK-BNK-45C89855+GATEWAY-GWY-DD3746BF+INVOICE-INV-4DC15F89,2,1,18188526,9347967,9347967,8840559,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-026A7A6E,BANK-BNK-B6B0CCB5+GATEWAY-GWY-487FBD3C+INVOICE-INV-026A7A6E,2,1,1402602,720865,720865,681737,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-A440CE45,BANK-BNK-60A038A1+GATEWAY-GWY-A440CE45+INVOICE-INV-22A25613,2,1,14285816,7342175,7342175,6943641,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-B72263A5,BANK-BNK-B72263A5+GATEWAY-GWY-F5B65FF0+INVOICE-INV-0E36268C,2,1,37722120,19387229,19387229,18334891,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-F9F62581,GATEWAY-GWY-F9F62581+INVOICE-INV-25C568B4,1,1,12895954,13255714,13255714,359760,INR,0B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-181DDF5B,BANK-BNK-05056622+GATEWAY-GWY-5013CF20+INVOICE-INV-181DDF5B,2,1,16531102,8496136,8496136,8034966,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-80D1AA6C,BANK-BNK-30C57D85+GATEWAY-GWY-6A52BE75+INVOICE-INV-80D1AA6C,2,1,26986378,13869610,13869610,13116768,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-F536712F,BANK-BNK-F536712F+GATEWAY-GWY-51053500+INVOICE-INV-A32F0131,2,1,35394502,18190954,18190954,17203548,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-47F44BE3,BANK-BNK-00905C81+GATEWAY-GWY-47F44BE3+INVOICE-INV-7423C323,2,1,685766,352448,352448,333318,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-570BE487,BANK-BNK-570BE487+GATEWAY-GWY-A2AC37C3+INVOICE-INV-C7DE033D,2,1,29018688,14914113,14914113,14104575,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-58FB38C7,BANK-BNK-0D305C8C+GATEWAY-GWY-F08835B9+INVOICE-INV-58FB38C7,2,1,6071946,3120668,3120668,2951278,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-8280FB18,BANK-BNK-EFFB7018+GATEWAY-GWY-8280FB18+INVOICE-INV-FBAFC29A,2,1,3642364,1871988,1871988,1770376,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-CBB31948,GATEWAY-GWY-CBB31948+INVOICE-INV-8202F814,1,1,14838117,15252057,15252057,413940,INR,0B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-5C562620,BANK-BNK-5C562620+GATEWAY-GWY-1E843B7A+INVOICE-INV-8873559E,2,1,13737756,7060499,7060499,6677257,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-B1BECCFE,BANK-BNK-218D809F+GATEWAY-GWY-B1BECCFE+INVOICE-INV-22127B53,2,1,1270632,653040,653040,617592,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-CA47BDCA,BANK-BNK-CA47BDCA+GATEWAY-GWY-E3281DEB,2,0,25754742,0,0,25754742,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-A43CAC7E,BANK-BNK-07391E73+GATEWAY-GWY-A43CAC7E,2,0,23876532,0,0,23876532,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-B1565836,BANK-BNK-F436F7D7+GATEWAY-GWY-1B9488A5+INVOICE-INV-B1565836,2,1,19502792,10023432,10023432,9479360,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-526DCB4E,BANK-BNK-0FAD1F79+GATEWAY-GWY-526DCB4E+INVOICE-INV-9091ED9C,2,1,15923804,8184016,8184016,7739788,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-0A0BB30A,BANK-BNK-0A0BB30A+GATEWAY-GWY-22EAF823+INVOICE-INV-B560DE8E,2,1,28506658,14650956,14650956,13855702,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-64934E98,BANK-BNK-64934E98+GATEWAY-GWY-8B004363,2,0,23168214,0,0,23168214,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-F7355F5D,BANK-BNK-A258D108+GATEWAY-GWY-F7355F5D+INVOICE-INV-4F3C768D,2,1,18080656,9292527,9292527,8788129,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-9B9B1C32,BANK-BNK-9B9B1C32+GATEWAY-GWY-D55C0F6A+INVOICE-INV-A3666668,2,1,19491248,10017498,10017498,9473750,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-8F1299C6,BANK-BNK-8F1299C6+GATEWAY-GWY-9145EFB0+INVOICE-INV-4E3CC59A,2,1,12837060,6597589,6597589,6239471,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-26797CE1,BANK-BNK-CB97DF1D+GATEWAY-GWY-26797CE1,2,0,19781172,0,0,19781172,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-49DDEB92,BANK-BNK-49DDEB92+GATEWAY-GWY-AF1FB21F+INVOICE-INV-A72E0E70,2,1,11618702,5971416,5971416,5647286,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-4869BB80,BANK-BNK-413D8053+GATEWAY-GWY-A79068CD+INVOICE-INV-4869BB80,2,1,1178272,605571,605571,572701,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-1963E492,BANK-BNK-811B5092+GATEWAY-GWY-1963E492,2,0,38913208,0,0,38913208,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-8B0057B7,BANK-BNK-5B4C445A+GATEWAY-GWY-8B0057B7,2,0,18319354,0,0,18319354,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-91927087,BANK-BNK-07CC06DA+GATEWAY-GWY-91927087,2,0,19159792,0,0,19159792,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-13CFDA33,BANK-BNK-13CFDA33+GATEWAY-GWY-3087C075,2,0,15139320,0,0,15139320,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-C60B5C8F,BANK-BNK-C9CA19B1+GATEWAY-GWY-C60B5C8F,2,0,18966386,0,0,18966386,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-E8207BA6,BANK-BNK-FCB474E0+GATEWAY-GWY-E8207BA6,2,0,9526802,0,0,9526802,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-5F227C0C,BANK-BNK-FB83D165+GATEWAY-GWY-5F227C0C+INVOICE-INV-97C4AAE7,2,1,24946412,12821173,12821173,12125239,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-A59CA750,BANK-BNK-A59CA750+GATEWAY-GWY-C88D3B63+INVOICE-INV-81EFF7B7,2,1,23844044,12254612,12254612,11589432,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-7955F5B2,BANK-BNK-CCD8B7D0+GATEWAY-GWY-7955F5B2,2,0,21106750,0,0,21106750,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-24E597C4,BANK-BNK-EA2891E2+GATEWAY-GWY-24E597C4+INVOICE-INV-DD846ADA,2,1,35549816,18270777,18270777,17279039,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-16405BBD,BANK-BNK-16405BBD+GATEWAY-GWY-0CF6DE6E+INVOICE-INV-553AE9E1,2,1,22212558,11416113,11416113,10796445,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-88A6803C,BANK-BNK-88A6803C+GATEWAY-GWY-D3CDCB93,2,0,29760372,0,0,29760372,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-5BE50F1C,BANK-BNK-5BE50F1C+GATEWAY-GWY-03A02F28,2,0,34267974,0,0,34267974,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-0C8C595E,BANK-BNK-0C8C595E+GATEWAY-GWY-BD847950,2,0,13801990,0,0,13801990,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-0A86BED6,BANK-BNK-8098521A+GATEWAY-GWY-0A86BED6,2,0,25849330,0,0,25849330,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-BF3EEC21,BANK-BNK-BF3EEC21+GATEWAY-GWY-BA038A33,2,0,23255924,0,0,23255924,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,BANK-BNK-DCE42C2D,BANK-BNK-DCE42C2D+GATEWAY-GWY-272B495F+INVOICE-INV-1658440B,2,1,3408740,1751917,1751917,1656823,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-E3839A3F,BANK-BNK-9584F10A+GATEWAY-GWY-E3839A3F+INVOICE-INV-E538C481,2,1,12864670,6611779,6611779,6252891,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-1DB9130C,BANK-BNK-1DB9130C+GATEWAY-GWY-FA50B164+INVOICE-INV-3E1912BA,2,1,32710136,16811328,16811328,15898808,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-FF47FEB1,BANK-BNK-01D1245B+GATEWAY-GWY-5859ED47+INVOICE-INV-FF47FEB1,2,1,3294234,1693067,1693067,1601167,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-B2E48C16,BANK-BNK-77DC221A+GATEWAY-GWY-B2E48C16+INVOICE-INV-CC099CAC,2,1,38161670,19613135,19613135,18548535,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-4BE83CFD,BANK-BNK-4BE83CFD+GATEWAY-GWY-49BD6876+INVOICE-INV-57ED7884,2,1,1363324,700679,700679,662645,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-8FFCA736,BANK-BNK-8FFCA736+GATEWAY-GWY-5E720368+INVOICE-INV-D304B776,2,1,18479144,9497330,9497330,8981814,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-0FE07036,BANK-BNK-A1176C88+GATEWAY-GWY-0FE07036+INVOICE-INV-5A1B84CC,2,1,15478438,7955121,7955121,7523317,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-B94832C9,BANK-BNK-23ABAB17+GATEWAY-GWY-2222CBF1+INVOICE-INV-B94832C9,2,1,27593758,14181773,14181773,13411985,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-0CEE9945,BANK-BNK-0CEE9945+GATEWAY-GWY-8F4FF38F+INVOICE-INV-7BAAF7C6,2,1,34768856,17869403,17869403,16899453,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-0932D7CE,BANK-BNK-0932D7CE+GATEWAY-GWY-DA31C5A1+INVOICE-INV-FF2EE326,2,1,19345242,9942460,9942460,9402782,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-E2A858A3,BANK-BNK-E2A858A3+GATEWAY-GWY-CE8AF00A+INVOICE-INV-187E55A3,2,1,34754802,17862180,17862180,16892622,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-7647E75A,BANK-BNK-06461A4B+GATEWAY-GWY-89C914CC+INVOICE-INV-7647E75A,2,1,11432166,5875546,5875546,5556620,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-C256ACAB,BANK-BNK-7EA1ED0C+GATEWAY-GWY-C256ACAB+INVOICE-INV-ECC46E30,2,1,37549932,19298734,19298734,18251198,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-D0D083DC,BANK-BNK-D0D083DC+GATEWAY-GWY-D95BDF89,2,0,19027260,0,0,19027260,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-42E07C69,BANK-BNK-9B27AFD4+GATEWAY-GWY-42E07C69,2,0,2521228,0,0,2521228,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-A3CA8B27,BANK-BNK-F59DDC78+GATEWAY-GWY-A3CA8B27+INVOICE-INV-7BCAA708,2,1,16951322,8712107,8712107,8239215,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-D1BBAE18,BANK-BNK-A0EE7B8C+GATEWAY-GWY-0117BD43+INVOICE-INV-D1BBAE18,2,1,30779500,15819080,15819080,14960420,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-53E882C4,BANK-BNK-70B0F5AC+GATEWAY-GWY-24C28FB7+INVOICE-INV-53E882C4,2,1,28524232,14659988,14659988,13864244,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-DAEA6CD1,BANK-BNK-DAEA6CD1+GATEWAY-GWY-5AA7866F+INVOICE-INV-C99259AD,2,1,27455506,14110718,14110718,13344788,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,GATEWAY-GWY-DF579759,BANK-BNK-7558084F+GATEWAY-GWY-DF579759,2,0,23221764,0,0,23221764,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-41971393,BANK-BNK-AEA25742+GATEWAY-GWY-EA2FE78D+INVOICE-INV-41971393,2,1,31426750,16151733,16151733,15275017,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-2424AB08,BANK-BNK-6FDB8C15+GATEWAY-GWY-D6DFE3EF+INVOICE-INV-2424AB08,2,1,22544544,11586736,11586736,10957808,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-8C90188D,BANK-BNK-8C90188D+GATEWAY-GWY-CAD57FA5+INVOICE-INV-D37211EC,2,1,22901602,11770246,11770246,11131356,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-2FD4B8F6,BANK-BNK-2FD4B8F6+GATEWAY-GWY-02130EA0,2,0,11550402,0,0,11550402,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-68C5F9AF,BANK-BNK-31FC601C+GATEWAY-GWY-40CEDB63+INVOICE-INV-68C5F9AF,2,1,772572,397062,397062,375510,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-B4BCFFC8,BANK-BNK-B4BCFFC8+GATEWAY-GWY-02439B4A+INVOICE-INV-AEA2FD96,2,1,26877754,13813783,13813783,13063971,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-1ED0E0CD,BANK-BNK-1ED0E0CD+GATEWAY-GWY-91391F50,2,0,13378310,0,0,13378310,INR,1B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-DA46007B,BANK-BNK-E4260935+GATEWAY-GWY-2B9E5200+INVOICE-INV-DA46007B,2,1,34714570,17841504,17841504,16873066,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-BAEC5BAB,BANK-BNK-BAEC5BAB+GATEWAY-GWY-7CAE4733+INVOICE-INV-9D38CD4B,2,1,409764,210598,210598,199166,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-1CA95FC7,BANK-BNK-A02D6E57+GATEWAY-GWY-EDBF974C+INVOICE-INV-1CA95FC7,2,1,38053332,19557455,19557455,18495877,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-7478D199,BANK-BNK-FE558AAB+GATEWAY-GWY-43CED88E+INVOICE-INV-7478D199,2,1,32834382,16875183,16875183,15959199,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-F258AE06,BANK-BNK-4B2D74B3+GATEWAY-GWY-F6418A20+INVOICE-INV-F258AE06,2,1,4317686,2219069,2219069,2098617,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-810D782E,BANK-BNK-CC056F85+GATEWAY-GWY-25E88EE0+INVOICE-INV-810D782E,2,1,10651300,5474220,5474220,5177080,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-EE10D33B,BANK-BNK-C070AB79+GATEWAY-GWY-86302E47+INVOICE-INV-EE10D33B,2,1,33296518,17112698,17112698,16183820,INR,1B:1G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-37FFF7B1,INVOICE-INV-37FFF7B1,0,1,0,2905419,2905419,2905419,INR,0B:0G:1I,False,False,False,PASS
VALIDATION,BANK-BNK-76680AB3,GATEWAY-GWY-48E613AF,1,0,17074937,0,0,17074937,INR,0B:1G:0I,False,False,False,PASS
VALIDATION,INVOICE-INV-814DE1DD,INVOICE-INV-814DE1DD,0,1,0,15854148,15854148,15854148,INR,0B:0G:1I,False,False,False,PASS
VALIDATION,INVOICE-INV-78E19542,INVOICE-INV-78E19542,0,1,0,10395984,10395984,10395984,INR,0B:0G:1I,False,False,False,PASS
